t_wall,t_rel,label,q1_cmd,q2_cmd,q1,q2,dq1,dq2,tau1,tau2,px,py,pz,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
0.240000,0.240000,sine,0.000380,0.000000,-0.006598,-0.002596,0.001732,0.000000,0.693747,0.259530,0.792244,-0.991809,-7.648936,-0.406063,-0.114956,-0.844161,0.330590,-0.246264,0.054772,-0.303730,-0.090757,0.008908,-0.078162
0.260000,0.260000,sine,0.000517,0.000000,-0.006513,-0.002607,0.003291,0.000000,0.695119,0.260650,0.791532,-0.993227,-7.656680,-0.406194,-0.114488,-0.844564,0.329562,-0.246271,0.054736,-0.303732,-0.090495,0.008909,-0.079278
0.280000,0.280000,sine,0.000687,0.000000,-0.006392,-0.002614,0.005156,0.000000,0.695120,0.261528,0.790817,-0.994643,-7.664419,-0.406322,-0.114029,-0.844969,0.328523,-0.246279,0.054685,-0.303734,-0.090179,0.008906,-0.080599
0.300000,0.300000,sine,0.000893,0.000000,-0.006232,-0.002619,0.007087,0.000000,0.694578,0.262135,0.790097,-0.996056,-7.672159,-0.406447,-0.113578,-0.845377,0.327474,-0.246290,0.054620,-0.303737,-0.089844,0.008900,-0.081948
0.320000,0.320000,sine,0.001141,0.000000,-0.006037,-0.002621,0.008729,0.000000,0.695713,0.262376,0.789374,-0.997467,-7.679898,-0.406568,-0.113135,-0.845787,0.326414,-0.246302,0.054545,-0.303740,-0.089547,0.008889,-0.083070
0.340000,0.340000,sine,0.001435,0.000000,-0.005821,-0.002619,0.009541,0.000000,0.701257,0.262194,0.788647,-0.998876,-7.687638,-0.406688,-0.112697,-0.846199,0.325349,-0.246313,0.054468,-0.303744,-0.089373,0.008872,-0.083574
0.360000,0.360000,sine,0.001779,0.000000,-0.005586,-0.002619,0.010470,0.000000,0.709689,0.262142,0.787916,-1.000282,-7.695378,-0.406805,-0.112263,-0.846611,0.324278,-0.246326,0.054385,-0.303748,-0.089169,0.008853,-0.084161
0.380000,0.380000,sine,0.002177,0.000000,-0.005326,-0.002620,0.011668,0.000000,0.720450,0.262280,0.787181,-1.001686,-7.703121,-0.406921,-0.111834,-0.847024,0.323202,-0.246339,0.054293,-0.303753,-0.088910,0.008834,-0.084942
0.400000,0.400000,sine,0.002634,0.000000,-0.005023,-0.002625,0.013720,0.000000,0.729798,0.262927,0.786442,-1.003087,-7.710862,-0.407033,-0.111414,-0.847439,0.322116,-0.246356,0.054181,-0.303758,-0.088499,0.008815,-0.086330
0.420000,0.420000,sine,0.003154,0.000000,-0.004644,-0.002637,0.017897,0.000000,0.733635,0.264235,0.785698,-1.004485,-7.718604,-0.407140,-0.111010,-0.847860,0.321009,-0.246379,0.054029,-0.303765,-0.087726,0.008802,-0.089253
0.440000,0.440000,sine,0.003742,0.000000,-0.004172,-0.002647,0.022432,0.000000,0.733123,0.265454,0.784950,-1.005879,-7.726346,-0.407240,-0.110626,-0.848290,0.319878,-0.246407,0.053844,-0.303774,-0.086872,0.008782,-0.092392
0.460000,0.460000,sine,0.004400,0.000000,-0.003610,-0.002653,0.026671,0.000000,0.731088,0.266213,0.784197,-1.007269,-7.734086,-0.407333,-0.110263,-0.848727,0.318724,-0.246438,0.053629,-0.303785,-0.086038,0.008752,-0.095269
0.480000,0.480000,sine,0.005132,0.000000,-0.002963,-0.002655,0.030540,0.000000,0.729036,0.266619,0.783438,-1.008655,-7.741826,-0.407420,-0.109918,-0.849171,0.317547,-0.246473,0.053388,-0.303796,-0.085232,0.008713,-0.097840
0.500000,0.500000,sine,0.005943,0.000000,-0.002237,-0.002656,0.034196,0.000000,0.727480,0.266881,0.782675,-1.010037,-7.749568,-0.407501,-0.109592,-0.849621,0.316350,-0.246510,0.053123,-0.303810,-0.084425,0.008667,-0.100227
0.520000,0.520000,sine,0.006836,0.000000,-0.001432,-0.002658,0.037821,0.000000,0.726408,0.267150,0.781907,-1.011415,-7.757307,-0.407575,-0.109283,-0.850076,0.315134,-0.246550,0.052833,-0.303825,-0.083584,0.008615,-0.102568
0.540000,0.540000,sine,0.007812,0.000000,-0.000548,-0.002660,0.041540,0.000000,0.725622,0.267495,0.781133,-1.012788,-7.765049,-0.407644,-0.108993,-0.850537,0.313900,-0.246592,0.052516,-0.303842,-0.082688,0.008559,-0.104956
0.560000,0.560000,sine,0.008876,0.000000,0.000419,-0.002663,0.045407,0.000000,0.724932,0.267922,0.780354,-1.014157,-7.772789,-0.407707,-0.108722,-0.851003,0.312647,-0.246637,0.052172,-0.303861,-0.081723,0.008500,-0.107431
0.580000,0.580000,sine,0.010029,0.000000,0.001471,-0.002667,0.049427,0.000000,0.724215,0.268412,0.779570,-1.015522,-7.780527,-0.407763,-0.108470,-0.851475,0.311373,-0.246684,0.051799,-0.303881,-0.080685,0.008436,-0.109998
0.600000,0.600000,sine,0.011273,0.000000,0.002611,-0.002671,0.053580,0.000000,0.723421,0.268936,0.778779,-1.016881,-7.788267,-0.407813,-0.108240,-0.851953,0.310079,-0.246734,0.051396,-0.303904,-0.079575,0.008370,-0.112640
0.620000,0.620000,sine,0.012610,0.000000,0.003842,-0.002675,0.057836,0.000000,0.722540,0.269474,0.777983,-1.018234,-7.796008,-0.407855,-0.108032,-0.852436,0.308765,-0.246786,0.050963,-0.303928,-0.078393,0.008300,-0.115338
0.640000,0.640000,sine,0.014040,0.000000,0.005165,-0.002679,0.062166,0.000000,0.721583,0.270012,0.777181,-1.019583,-7.803749,-0.407890,-0.107847,-0.852925,0.307431,-0.246841,0.050499,-0.303955,-0.077143,0.008227,-0.118069
0.660000,0.660000,sine,0.015565,0.000000,0.006582,-0.002683,0.066546,0.000000,0.720569,0.270541,0.776373,-1.020926,-7.811490,-0.407916,-0.107685,-0.853420,0.306075,-0.246898,0.050004,-0.303984,-0.075824,0.008150,-0.120816
0.680000,0.680000,sine,0.017185,0.000000,0.008093,-0.002687,0.070950,0.000000,0.719511,0.271060,0.775559,-1.022263,-7.819231,-0.407936,-0.107548,-0.853921,0.304699,-0.246956,0.049477,-0.304016,-0.074439,0.008072,-0.123563
0.700000,0.700000,sine,0.018899,0.000000,0.009699,-0.002690,0.075358,0.000000,0.718415,0.271564,0.774738,-1.023594,-7.826972,-0.407947,-0.107435,-0.854427,0.303302,-0.247015,0.048919,-0.304050,-0.072988,0.007991,-0.126295
0.720000,0.720000,sine,0.020707,0.000000,0.011400,-0.002694,0.079748,0.000000,0.717291,0.272052,0.773911,-1.024920,-7.834712,-0.407951,-0.107347,-0.854937,0.301885,-0.247076,0.048329,-0.304086,-0.071473,0.007909,-0.128996
0.740000,0.740000,sine,0.022607,0.000000,0.013193,-0.002697,0.084097,0.000000,0.716141,0.272522,0.773078,-1.026238,-7.842452,-0.407946,-0.107284,-0.855453,0.300449,-0.247138,0.047707,-0.304125,-0.069896,0.007826,-0.131653
0.760000,0.760000,sine,0.024598,0.000000,0.015080,-0.002700,0.088384,0.000000,0.714967,0.272970,0.772237,-1.027550,-7.850194,-0.407933,-0.107248,-0.855974,0.298995,-0.247200,0.047053,-0.304167,-0.068259,0.007742,-0.134250
0.780000,0.780000,sine,0.026678,0.000000,0.017057,-0.002703,0.092585,0.000000,0.713773,0.273392,0.771390,-1.028856,-7.857936,-0.407911,-0.107237,-0.856498,0.297523,-0.247262,0.046369,-0.304212,-0.066565,0.007658,-0.136771
0.800000,0.800000,sine,0.028843,0.000000,0.019123,-0.002705,0.096675,0.000000,0.712563,0.273786,0.770536,-1.030154,-7.865674,-0.407881,-0.107253,-0.857026,0.296034,-0.247323,0.045655,-0.304259,-0.064817,0.007575,-0.139200
0.820000,0.820000,sine,0.031090,0.000000,0.021275,-0.002708,0.100631,0.000000,0.711339,0.274148,0.769675,-1.031446,-7.873415,-0.407843,-0.107294,-0.857557,0.294531,-0.247385,0.044910,-0.304309,-0.063019,0.007492,-0.141521
0.840000,0.840000,sine,0.033415,0.000000,0.023509,-0.002710,0.104426,0.000000,0.710105,0.274474,0.768807,-1.032731,-7.881153,-0.407796,-0.107362,-0.858091,0.293012,-0.247444,0.044137,-0.304362,-0.061174,0.007412,-0.143718
0.860000,0.860000,sine,0.035815,0.000000,0.025822,-0.002711,0.108038,0.000000,0.708865,0.274760,0.767931,-1.034008,-7.888893,-0.407741,-0.107455,-0.858627,0.291481,-0.247503,0.043337,-0.304417,-0.059289,0.007334,-0.145774
0.880000,0.880000,sine,0.038283,0.000000,0.028210,-0.002713,0.111441,0.000000,0.707621,0.275002,0.767048,-1.035278,-7.896632,-0.407677,-0.107573,-0.859164,0.289938,-0.247559,0.042509,-0.304476,-0.057367,0.007258,-0.147673
0.900000,0.900000,sine,0.040815,0.000000,0.030668,-0.002714,0.114610,0.000000,0.706380,0.275196,0.766158,-1.036541,-7.904372,-0.407605,-0.107716,-0.859703,0.288386,-0.247613,0.041656,-0.304537,-0.055416,0.007184,-0.149398
0.920000,0.920000,sine,0.043405,0.000000,0.033190,-0.002714,0.117520,0.000000,0.705144,0.275340,0.765261,-1.037796,-7.912113,-0.407525,-0.107884,-0.860242,0.286825,-0.247665,0.040780,-0.304601,-0.053440,0.007114,-0.150934
0.940000,0.940000,sine,0.046045,0.000000,0.035770,-0.002714,0.120147,0.000000,0.703916,0.275429,0.764356,-1.039043,-7.919854,-0.407436,-0.108075,-0.860780,0.285259,-0.247712,0.039881,-0.304668,-0.051447,0.007047,-0.152266
0.960000,0.960000,sine,0.048730,0.000000,0.038403,-0.002714,0.122469,0.000000,0.702703,0.275461,0.763444,-1.040284,-7.927593,-0.407340,-0.108288,-0.861318,0.283688,-0.247756,0.038962,-0.304737,-0.049445,0.006983,-0.153378
0.980000,0.980000,sine,0.051451,0.000000,0.041080,-0.002713,0.124461,0.000000,0.701506,0.275431,0.762524,-1.041516,-7.935335,-0.407236,-0.108523,-0.861854,0.282116,-0.247796,0.038024,-0.304809,-0.047441,0.006921,-0.154254
1.000000,1.000000,sine,0.054201,0.000000,0.043796,-0.002712,0.126100,0.000000,0.700330,0.275336,0.761597,-1.042741,-7.943071,-0.407125,-0.108779,-0.862387,0.280544,-0.247832,0.037071,-0.304883,-0.045442,0.006862,-0.154881
1.020000,1.020000,sine,0.056971,0.000000,0.046541,-0.002710,0.127364,0.000000,0.699181,0.275174,0.760662,-1.043959,-7.950809,-0.407007,-0.109054,-0.862917,0.278975,-0.247863,0.036103,-0.304960,-0.043459,0.006806,-0.155244
1.040000,1.040000,sine,0.059752,0.000000,0.049308,-0.002707,0.128232,0.000000,0.698063,0.274942,0.759720,-1.045169,-7.958545,-0.406882,-0.109347,-0.863443,0.277410,-0.247889,0.035124,-0.305038,-0.041499,0.006751,-0.155329
1.060000,1.060000,sine,0.062534,0.000000,0.052088,-0.002704,0.128685,0.000000,0.696979,0.274637,0.758771,-1.046371,-7.966284,-0.406752,-0.109656,-0.863964,0.275853,-0.247910,0.034135,-0.305119,-0.039574,0.006698,-0.155125
1.080000,1.080000,sine,0.065310,0.000000,0.054871,-0.002700,0.128700,0.000000,0.695935,0.274258,0.757814,-1.047566,-7.974022,-0.406616,-0.109980,-0.864479,0.274307,-0.247925,0.033141,-0.305201,-0.037691,0.006645,-0.154618
1.100000,1.100000,sine,0.068067,0.000000,0.057648,-0.002696,0.128261,0.000000,0.694940,0.273802,0.756850,-1.048754,-7.981759,-0.406475,-0.110316,-0.864987,0.272773,-0.247934,0.032143,-0.305285,-0.035862,0.006591,-0.153797
1.120000,1.120000,sine,0.070796,0.000000,0.060409,-0.002691,0.127350,0.000000,0.693995,0.273269,0.755879,-1.049934,-7.989498,-0.406330,-0.110663,-0.865488,0.271255,-0.247938,0.031145,-0.305371,-0.034097,0.006536,-0.152650
1.140000,1.140000,sine,0.073486,0.000000,0.063143,-0.002685,0.125951,0.000000,0.693108,0.272657,0.754900,-1.051108,-7.997235,-0.406181,-0.111019,-0.865981,0.269756,-0.247935,0.030150,-0.305457,-0.032406,0.006477,-0.151169
1.160000,1.160000,sine,0.076126,0.000000,0.065841,-0.002679,0.124048,0.000000,0.692286,0.271965,0.753915,-1.052275,-8.004970,-0.406029,-0.111382,-0.866465,0.268278,-0.247927,0.029161,-0.305545,-0.030801,0.006415,-0.149343
1.180000,1.180000,sine,0.078704,0.000000,0.068490,-0.002672,0.121628,0.000000,0.691537,0.271194,0.752923,-1.053435,-8.012703,-0.405875,-0.111749,-0.866939,0.266824,-0.247913,0.028182,-0.305633,-0.029292,0.006347,-0.147163
1.200000,1.200000,sine,0.081209,0.000000,0.071079,-0.002665,0.118679,0.000000,0.690867,0.270344,0.751925,-1.054589,-8.020440,-0.405720,-0.112117,-0.867402,0.265397,-0.247893,0.027215,-0.305722,-0.027891,0.006271,-0.144623
1.220000,1.220000,sine,0.083630,0.000000,0.073598,-0.002656,0.115189,0.000000,0.690284,0.269415,0.750920,-1.055737,-8.028172,-0.405564,-0.112485,-0.867853,0.264001,-0.247867,0.026266,-0.305810,-0.026608,0.006187,-0.141714
1.240000,1.240000,sine,0.085955,0.000000,0.076034,-0.002648,0.111150,0.000000,0.689795,0.268409,0.749909,-1.056879,-8.035906,-0.405409,-0.112849,-0.868291,0.262638,-0.247835,0.025337,-0.305899,-0.025455,0.006093,-0.138431
1.260000,1.260000,sine,0.088170,0.000000,0.078375,-0.002639,0.106553,0.000000,0.689412,0.267328,0.748892,-1.058015,-8.043640,-0.405256,-0.113207,-0.868716,0.261311,-0.247798,0.024432,-0.305986,-0.024443,0.005986,-0.134768
1.280000,1.280000,sine,0.090265,0.000000,0.080610,-0.002629,0.101392,0.000000,0.689143,0.266174,0.747869,-1.059146,-8.051379,-0.405105,-0.113555,-0.869127,0.260024,-0.247756,0.023555,-0.306074,-0.023581,0.005866,-0.130722
1.300000,1.300000,sine,0.092227,0.000000,0.082726,-0.002618,0.095664,0.000000,0.688997,0.264949,0.746841,-1.060272,-8.059113,-0.404959,-0.113891,-0.869524,0.258777,-0.247709,0.022711,-0.306160,-0.022881,0.005729,-0.126287
1.320000,1.320000,sine,0.094044,0.000000,0.084710,-0.002608,0.089365,0.000000,0.688983,0.263658,0.745808,-1.061393,-8.066851,-0.404816,-0.114211,-0.869904,0.257577,-0.247656,0.021903,-0.306244,-0.022352,0.005576,-0.121463
1.340000,1.340000,sine,0.095704,0.000000,0.086552,-0.002596,0.082495,0.000000,0.689113,0.262302,0.744769,-1.062511,-8.074587,-0.404681,-0.114513,-0.870268,0.256424,-0.247600,0.021135,-0.306327,-0.022005,0.005404,-0.116245
1.360000,1.360000,sine,0.097194,0.000000,0.088238,-0.002585,0.075053,0.000000,0.689396,0.260888,0.743726,-1.063624,-8.082319,-0.404552,-0.114793,-0.870615,0.255323,-0.247540,0.020413,-0.306407,-0.021848,0.005212,-0.110634
1.380000,1.380000,sine,0.098503,0.000000,0.089757,-0.002573,0.067042,0.000000,0.689849,0.259418,0.742679,-1.064735,-8.090051,-0.404433,-0.115047,-0.870943,0.254276,-0.247476,0.019739,-0.306485,-0.021889,0.004999,-0.104629
1.400000,1.400000,sine,0.099618,0.000000,0.091095,-0.002561,0.058467,0.000000,0.690477,0.257900,0.741628,-1.065843,-8.097782,-0.404323,-0.115272,-0.871253,0.253286,-0.247409,0.019119,-0.306560,-0.022137,0.004764,-0.098231
1.420000,1.420000,sine,0.100528,0.000000,0.092242,-0.002548,0.049335,0.000000,0.691299,0.256337,0.740574,-1.066948,-8.105515,-0.404225,-0.115465,-0.871543,0.252355,-0.247339,0.018556,-0.306633,-0.022599,0.004507,-0.091441
1.440000,1.440000,sine,0.101222,0.000000,0.093185,-0.002535,0.039653,0.000000,0.692319,0.254737,0.739516,-1.068052,-8.113248,-0.404139,-0.115621,-0.871813,0.251488,-0.247266,0.018056,-0.306701,-0.023280,0.004227,-0.084261
1.460000,1.460000,sine,0.101688,0.000000,0.093912,-0.002523,0.029432,0.000000,0.693553,0.253105,0.738455,-1.069154,-8.120978,-0.404067,-0.115739,-0.872062,0.250685,-0.247191,0.017622,-0.306766,-0.024187,0.003924,-0.076695
1.480000,1.480000,sine,0.101915,0.000000,0.094413,-0.002510,0.018682,0.000000,0.695012,0.251447,0.737392,-1.070255,-8.128713,-0.404010,-0.115813,-0.872289,0.249950,-0.247114,0.017258,-0.306827,-0.025323,0.003598,-0.068745
1.500000,1.500000,sine,0.101893,0.000000,0.094691,-0.002506,0.009350,0.000000,0.694082,0.250081,0.736326,-1.071356,-8.136445,-0.403969,-0.115842,-0.872495,0.249284,-0.247038,0.016954,-0.306884,-0.026380,0.003294,-0.061847
1.520000,1.520000,sine,0.101611,0.000000,0.094814,-0.002511,0.001990,0.000000,0.671576,0.250789,0.735259,-1.072456,-8.144177,-0.403939,-0.115841,-0.872685,0.248665,-0.246962,0.016679,-0.306939,-0.027261,0.003016,-0.056312
1.540000,1.540000,sine,0.101060,0.000000,0.094723,-0.002471,-0.004962,-0.000000,0.643400,0.247403,0.734189,-1.073557,-8.151906,-0.403924,-0.115799,-0.872858,0.248103,-0.246886,0.016455,-0.306989,-0.028221,0.002736,-0.051016
1.560000,1.560000,sine,0.100229,0.000000,0.094371,-0.002412,-0.019334,-0.000000,0.631105,0.241212,0.733119,-1.074657,-8.159636,-0.403928,-0.115704,-0.873007,0.247614,-0.246803,0.016361,-0.307034,-0.030534,0.002289,-0.040236
1.580000,1.580000,sine,0.099111,0.000000,0.093689,-0.002366,-0.035932,-0.000000,0.631307,0.235675,0.732047,-1.075761,-8.167367,-0.403957,-0.115535,-0.873127,0.247224,-0.246718,0.016392,-0.307073,-0.033366,0.001795,-0.027842
1.600000,1.600000,sine,0.097697,0.000000,0.092662,-0.002336,-0.052420,-0.000000,0.637235,0.231859,0.730977,-1.076868,-8.175097,-0.404014,-0.115288,-0.873215,0.246936,-0.246631,0.016539,-0.307106,-0.036343,0.001306,-0.015541
1.620000,1.620000,sine,0.095978,0.000000,0.091300,-0.002320,-0.068102,-0.000000,0.644497,0.229521,0.729907,-1.077978,-8.182825,-0.404097,-0.114963,-0.873273,0.246745,-0.246544,0.016794,-0.307132,-0.039352,0.000841,-0.003815
1.640000,1.640000,sine,0.093948,0.000000,0.089613,-0.002311,-0.083094,-0.000000,0.651069,0.228043,0.728839,-1.079093,-8.190556,-0.404206,-0.114564,-0.873303,0.246647,-0.246455,0.017152,-0.307153,-0.042416,0.000396,0.007442
1.660000,1.660000,sine,0.091600,0.000000,0.087610,-0.002305,-0.097748,-0.000000,0.656390,0.226880,0.727772,-1.080214,-8.198286,-0.404341,-0.114088,-0.873305,0.246639,-0.246366,0.017617,-0.307167,-0.045604,-0.000033,0.018484
1.680000,1.680000,sine,0.088927,0.000000,0.085292,-0.002297,-0.112402,-0.000000,0.660658,0.225696,0.726707,-1.081339,-8.206017,-0.404501,-0.113534,-0.873280,0.246720,-0.246273,0.018190,-0.307176,-0.048981,-0.000451,0.029552
1.700000,1.700000,sine,0.085925,0.000000,0.082655,-0.002289,-0.127268,-0.000000,0.664310,0.224350,0.725644,-1.082471,-8.213746,-0.404688,-0.112901,-0.873228,0.246890,-0.246178,0.018877,-0.307178,-0.052592,-0.000858,0.040786
1.720000,1.720000,sine,0.082588,0.000000,0.079693,-0.002278,-0.142008,-0.000817,0.667709,0.222827,0.724585,-1.083610,-8.221474,-0.404901,-0.112185,-0.873147,0.247149,-0.246078,0.019681,-0.307173,-0.056443,-0.001251,0.052227
1.740000,1.740000,sine,0.078914,0.000000,0.076401,-0.002266,-0.156811,-0.002067,0.671107,0.221192,0.723528,-1.084757,-8.229197,-0.405143,-0.111383,-0.873039,0.247500,-0.245975,0.020607,-0.307162,-0.060548,-0.001622,0.063855
1.760000,1.760000,sine,0.074898,0.000000,0.072774,-0.002254,-0.171830,-0.003343,0.674566,0.219496,0.722475,-1.085912,-8.236920,-0.405412,-0.110492,-0.872902,0.247942,-0.245865,0.021657,-0.307143,-0.064910,-0.001966,0.075610
1.780000,1.780000,sine,0.070538,0.000000,0.068807,-0.002242,-0.187003,-0.004632,0.678058,0.217764,0.721427,-1.087076,-8.244647,-0.405709,-0.109508,-0.872736,0.248475,-0.245748,0.022836,-0.307116,-0.069525,-0.002275,0.087428
1.800000,1.800000,sine,0.065833,0.000000,0.064497,-0.002230,-0.202281,-0.005926,0.681356,0.216349,0.720384,-1.088251,-8.252372,-0.406035,-0.108430,-0.872541,0.249098,-0.245624,0.024144,-0.307081,-0.074387,-0.002538,0.099256
1.820000,1.820000,sine,0.060781,0.000000,0.059844,-0.002217,-0.217646,-0.007211,0.683402,0.217255,0.719346,-1.089438,-8.260097,-0.406389,-0.107256,-0.872318,0.249810,-0.245490,0.025585,-0.307038,-0.079498,-0.002749,0.111060
1.840000,1.840000,sine,0.055383,0.000000,0.054846,-0.002204,-0.233039,-0.008487,0.685398,0.218131,0.718314,-1.090636,-8.267820,-0.406771,-0.105982,-0.872066,0.250610,-0.245344,0.027159,-0.306986,-0.084844,-0.002897,0.122786
1.860000,1.860000,sine,0.049639,0.000000,0.049503,-0.002192,-0.248421,-0.009750,0.687315,0.218960,0.717288,-1.091847,-8.275541,-0.407179,-0.104608,-0.871786,0.251496,-0.245185,0.028867,-0.306925,-0.090415,-0.002971,0.134394
1.880000,1.880000,sine,0.043551,0.000000,0.043816,-0.002179,-0.263756,-0.010996,0.689142,0.219721,0.716270,-1.093071,-8.283261,-0.407615,-0.103132,-0.871478,0.252465,-0.245012,0.030709,-0.306854,-0.096202,-0.002962,0.145849
1.900000,1.900000,sine,0.037121,0.000000,0.037786,-0.002165,-0.279013,-0.012215,0.690880,0.220387,0.715258,-1.094311,-8.290980,-0.408077,-0.101553,-0.871143,0.253515,-0.244822,0.032685,-0.306773,-0.102191,-0.002859,0.157117
1.920000,1.920000,sine,0.030354,0.000000,0.031416,-0.002152,-0.294164,-0.013394,0.692549,0.220909,0.714255,-1.095565,-8.298701,-0.408564,-0.099868,-0.870780,0.254644,-0.244612,0.034795,-0.306683,-0.108370,-0.002650,0.168165
1.940000,1.940000,sine,0.023253,0.000000,0.024710,-0.002138,-0.309186,-0.014504,0.694207,0.221246,0.713259,-1.096836,-8.306423,-0.409075,-0.098078,-0.870391,0.255849,-0.244381,0.037038,-0.306581,-0.114722,-0.002325,0.178965
1.960000,1.960000,sine,0.015822,0.000000,0.017670,-0.002126,-0.324063,-0.015512,0.695953,0.221433,0.712273,-1.098124,-8.314143,-0.409608,-0.096180,-0.869975,0.257125,-0.244126,0.039412,-0.306468,-0.121233,-0.001873,0.189487
1.980000,1.980000,sine,0.008069,0.000000,0.010302,-0.002114,-0.338733,-0.016431,0.697722,0.221491,0.711295,-1.099430,-8.321858,-0.410162,-0.094176,-0.869535,0.258471,-0.243845,0.041916,-0.306343,-0.127879,-0.001283,0.199691
2.000000,2.000000,sine,0.000000,0.000000,0.002611,-0.002103,-0.353149,-0.017268,0.699487,0.221445,0.710327,-1.100753,-8.329573,-0.410736,-0.092064,-0.869069,0.259883,-0.243536,0.044545,-0.306207,-0.134642,-0.000543,0.209546
2.020000,2.020000,sine,-0.008378,0.000000,-0.005395,-0.002093,-0.367253,-0.018044,0.701168,0.221280,0.709369,-1.102096,-8.337288,-0.411327,-0.089845,-0.868580,0.261356,-0.243195,0.047298,-0.306057,-0.141498,0.000355,0.219020
2.040000,2.040000,sine,-0.017055,0.000000,-0.013709,-0.002082,-0.380992,-0.018791,0.702670,0.220970,0.708420,-1.103459,-8.345004,-0.411933,-0.087520,-0.868068,0.262886,-0.242821,0.050169,-0.305895,-0.148424,0.001421,0.228091
2.060000,2.060000,sine,-0.026023,0.000000,-0.022323,-0.002071,-0.394356,-0.019493,0.704070,0.220548,0.707482,-1.104842,-8.352716,-0.412552,-0.085090,-0.867535,0.264469,-0.242411,0.053155,-0.305719,-0.155400,0.002664,0.236753
2.080000,2.080000,sine,-0.035271,0.000000,-0.031228,-0.002059,-0.407300,-0.020161,0.705350,0.220009,0.706554,-1.106246,-8.360431,-0.413182,-0.082555,-0.866980,0.266102,-0.241964,0.056250,-0.305530,-0.162404,0.004090,0.244986
2.100000,2.100000,sine,-0.044788,0.000000,-0.040413,-0.002046,-0.419790,-0.020793,0.706519,0.219363,0.705638,-1.107671,-8.368140,-0.413820,-0.079917,-0.866406,0.267779,-0.241476,0.059448,-0.305326,-0.169409,0.005707,0.252772
2.120000,2.120000,sine,-0.054562,0.000000,-0.049867,-0.002034,-0.431797,-0.021377,0.707618,0.218628,0.704732,-1.109118,-8.375849,-0.414465,-0.077178,-0.865814,0.269496,-0.240946,0.062745,-0.305109,-0.176391,0.007519,0.260099
